method,source,success,progress,trials,note
Camera Rays Plucker-GT,Camera Rays Without Calibration,0.500,0.860,10,matched-protocol calibrated reference, same platform and rubric
E2E camera-pose NVS policy,Ours,1.000,,10,same success definition and trial count as Camera Rays Blocks-in-Bowl
